045b,08c9,2,15,000000010000000
890424e8c9,890424e871,5,15,000000010000001
e84a,000d,2,15,000000010000010
ffe0,2494,2,15,000000010000011
02e8,4518,2,15,000000010000100
e899,05a4,2,15,000000010000101
e8b4,e82b,2,15,000000010000110
04ff,2444,2,15,000000010000111
890424e86e,890424e86a,5,15,000000010001000
e9d3,e876,2,15,000000010001001
1075,e8a0,2,15,000000010001010
890424e8bf,890424e832,5,15,000000010001011
e868,e8e6,2,15,000000010001100
890424e8e3,890424e89d,5,15,000000010001101
0043,e88a,2,15,000000010001110
02c5,e8cc,2,15,000000010001111
8b45fc8b,c7042403,4,15,000000010010000
8a02,05a5,2,15,000000010010001
89542414,0000007e,4,15,000000010010010
00000070,000000e0,4,15,000000010010011
000000c4,c7042404,4,15,000000010010100
8b45f88b,c7042414,4,15,000000010010101
89542408,00010000,4,15,000000010010110
ffff83ec0c8945,442408c7442404,7,15,000000010010111
0000000000000000000000000000,0000000000000000000000000000,14,15,000000010011000
85c07407,ffffff02,4,15,000000010011001
8a000fbe,c704244c,4,15,000000010011010
0200008b,00000080,4,15,000000010011011
ffffff00,00000040,4,15,000000010011100
01000083,c70424c4,4,15,000000010011101
00000002,0100e81c,4,15,000000010011110
00000041,0100e863,4,15,000000010011111
8b55e8,00001f,3,14,00000001010000
d08b45,000050,3,14,00000001010001
088904,24e8b3,3,14,00000001010010
000002,24e8b0,3,14,00000001010011
24e88f,0000c8,3,14,00000001010100
f00000000000,5589e583ec10,6,14,00000001010101
000083ec0889,8502420d0502,6,14,00000001010110
0c8a,24c4,2,14,00000001010111
00005c,24e8ee,3,14,00000001011000
84c075,460000,3,14,00000001011001
7363,ec8b,2,14,00000001011010
2000,c079,2,14,00000001011011
7572,00ba,2,14,00000001011100
0505,e8c7,2,14,00000001011101
7509,00f0,2,14,00000001011110
ffff53,0000b0,3,14,00000001011111
000008,000041,3,14,00000001100000
00008a,24e873,3,14,00000001100001
4f0000,0000a0,3,14,00000001100010
00e89d,000030,3,14,00000001100011
24e8b3,048955,3,14,00000001100100
0000c1,c745a4,3,14,00000001100101
eb29,ff74,2,14,00000001100110
e812,7400,2,14,00000001100111
148d,e80f,2,14,00000001101000
e801,e889,2,14,00000001101001
735f,0076,2,14,00000001101010
00ba,0038,2,14,00000001101011
f000,00c6,2,14,00000001101100
0000004c,83ec0889,4,14,00000001101101
e9fd,01e9,2,14,00000001101110
89542410,c7042494,4,14,00000001101111
890424e898,890424e883,5,14,00000001110000
2016,0083,2,14,00000001110001
048b,e8c2,2,14,00000001110010
028d,ffc7,2,14,00000001110011
006e,75c5,2,14,00000001110100
eb2c,0490,2,14,00000001110101
008b45f8,44240408,4,14,00000001110110
29c1,00c9,2,14,00000001110111
e840,e8a9,2,14,00000001111000
756d,8528,2,14,00000001111001
890424e8e0,890424e8f6,5,14,00000001111010
e8dd,f883,2,14,00000001111011
00e0,24b0,2,14,00000001111100
248b,eb98,2,14,00000001111101
7074,750e,2,14,00000001111110
00f4,cc8b,2,14,00000001111111
890424e844,890424e831,5,14,00000010000000
890424e850,890424e884,5,14,00000010000001
e86d,0046,2,14,00000010000010
890424e87d,ff83ec04c9,5,14,00000010000011
c008,e089,2,14,00000010000100
7408,0002,2,14,00000010000101
ffffffffffffffff,ffffffffffffffff,8,14,00000010000110
2578,003b,2,14,00000010000111
7379,01c5,2,14,00000010001000
ec89,e48b,2,14,00000010001001
000000d4,0100e8c2,4,14,00000010001010
8942,8a10,2,14,00000010001011
02000000,c70424b4,4,14,00000010001100
e8a8,7dc0,2,14,00000010001101
e823,ffe0,2,14,00000010001110
890424e852,890424e802,5,14,00000010001111
0072,ff72,2,14,00000010010000
3b45,55d0,2,14,00000010010001
00f1,242c,2,14,00000010010010
5558,494f,2,14,00000010010011
750e,6e61,2,14,00000010010100
4b0000,c745c0,3,14,00000010010101
ffff90,8b55d0,3,14,00000010010110
24088b,370000,3,14,00000010010111
8b45088910ff,000000000000,6,14,00000010011000
0000c704,83ec04c9,4,14,00000010011001
890424e8ce,890424e83e,5,14,00000010011010
890424e8e1,242a000024,5,14,00000010011011
890424e86b,450000bf45,5,14,00000010011100
000000bc,00000066,4,14,00000010011101
890424e8cd,890424e834,5,14,00000010011110
890424e843,890424e8b8,5,14,00000010011111
0000000000000000000000,0000000000000000000000,11,14,00000010100000
8b450c8a00,0000000001,5,14,00000010100001
45fc8b45,c70424e0,4,14,00000010100010
890424e88e,00c7442404,5,14,00000010100011
837d14,83e001,3,14,00000010100100
83e010,2408c7,3,14,00000010100101
1c0000,ffff51,3,14,00000010100110
24e853,45f88b,3,14,00000010100111
ffff7a,8d459c,3,14,00000010101000
f81f,741a,2,14,00000010101001
0000e0,ffff71,3,14,00000010101010
0098,eb25,2,14,00000010101011
e82f,00f8,2,14,00000010101100
89c8c1,24e8ce,3,14,00000010101101
1c00,5510,2,14,00000010101110
3d0000,00eb28,3,14,00000010101111
ffff59,ffffeb,3,14,00000010110000
ffff95,45fc8b,3,14,00000010110001
00005d,ffffe8,3,14,00000010110010
ffff25,ff83ec,3,14,00000010110011
00017c,642073,3,14,00000010110100
45e88b,000004,3,14,00000010110101
45148d,000061,3,14,00000010110110
450c89,0000b5,3,14,00000010110111
890424e8f1,2e0000372e,5,14,00000010111000
890424e818,00c7042438,5,14,00000010111001
ef4f0000ef,372e000037,5,14,00000010111010
7441000074,872a000087,5,14,00000010111011
890424e8d8,9f3800009f,5,14,00000010111100
890424e8c3,4300004f43,5,14,00000010111101
890424e8c0,0239000002,5,14,00000010111110
890424e8ae,3c0000b23c,5,14,00000010111111
890424e8a8,bf410000bf,5,14,00000011000000
0000000080,2a0000242a,5,14,00000011000001
890424e851,bf450000bf,5,14,00000011000010
890424e821,890424e878,5,14,00000011000011
890424e8cb,4f4300004f,5,14,00000011000100
443d000044,852cffffff,5,14,00000011000101
890424e89d,3800009f38,5,14,00000011000110
890424e83c,00c70424f4,5,14,00000011000111
bf4b0000bf,3900000239,5,14,00000011001000
890424e835,410000bf41,5,14,00000011001001
890424e8ef,2a0000872a,5,14,00000011001010
890424e8ca,00c7042440,5,14,00000011001011
890424e81c,b23c0000b2,5,14,00000011001100
8b45148d50048955148b,0000410e088502420d05,10,14,00000011001101
c085,003d,2,14,00000011001110
eb04,e001,2,14,00000011001111
7573,ebef,2,14,00000011010000
e96e,5424,2,14,00000011010001
05c4,ff8d,2,14,00000011010010
84c9,048d,2,14,00000011010011
8945fc8b,00000010,4,14,00000011010100
00000028,44240400,4,14,00000011010101
00000083,00008d9d,4,14,00000011010110
e9ce,ff4d,2,14,00000011010111
0080,ff00,2,14,00000011011000
0bf0,7578,2,14,00000011011001
0031,0039,2,14,00000011011010
0000005c,00000020,4,14,00000011011011
e94d,e871,2,14,00000011011100
00000080,0000000a,4,14,00000011011101
89cb,ec28,2,14,00000011011110
e932,e894,2,14,00000011011111
e89e,ff8b,2,14,00000011100000
0003,0060,2,14,00000011100001
e986,ec89,2,14,00000011100010
0059,008a,2,14,00000011100011
8b450c40,c70424aa,4,14,00000011100100
ec8b,e8f6,2,14,00000011100101
894424048b4508,ffff83ec0c8945,7,14,00000011100110
000000ba,c70424e5,4,14,00000011100111
e862,e9ab,2,14,00000011101000
2068,7523,2,14,00000011101001
2061,7413,2,14,00000011101010
0084,7416,2,14,00000011101011
7412,ff01,2,14,00000011101100
05f0,7466,2,14,00000011101101
0048,01eb,2,14,00000011101110
e942,ff80,2,14,00000011101111
e8bf,45b1,2,14,00000011110000
e998,7404,2,14,00000011110001
8528,b083,2,14,00000011110010
84c075e4,c70424e4,4,14,00000011110011
028b,204f,2,14,00000011110100
0044,03e8,2,14,00000011110101
0073,0007,2,14,00000011110110
e810,4510,2,14,00000011110111
00c9,e8ba,2,14,00000011111000
e004,e993,2,14,00000011111001
00c0,04c7,2,14,00000011111010
0039,148d,2,14,00000011111011
e807,4100,2,14,00000011111100
e8e7,7403,2,14,00000011111101
04c5,4424,2,14,00000011111110
45a4,ff45,2,14,00000011111111
008b45f4,00000018,4,14,00000100000000
83ca,fc8b,2,14,00000100000001
000044,83ec14,3,14,00000100000010
8b5510,000f84,3,14,00000100000011
837dfc,8b5510,3,14,00000100000100
0000ff,000001,3,14,00000100000101
000014,45f08b,3,14,00000100000110
ffffeb,450c8b,3,14,00000100000111
160400,0c8945,3,14,00000100001000
3b45f4,45fc89,3,14,00000100001001
45f889,8d45a0,3,14,00000100001010
890424e870,3300004433,5,14,00000100001011
890424e8dd,4433000044,5,14,00000100001100
890424e871,d4340000d4,5,14,00000100001101
890424e888,4437000044,5,14,00000100001110
890424e8aa,2f0000e42f,5,14,00000100001111
890424e87b,340000d434,5,14,00000100010000
890424e867,3e00005f3e,5,14,00000100010001
890424e824,00c7042484,5,14,00000100010010
890424e807,3700004437,5,14,00000100010011
890424e83e,e42f0000e4,5,14,00000100010100
890424e80f,5f3e00005f,5,14,00000100010101
ffff51,0083ec,3,14,00000100010110
1704,0f87,2,14,00000100010111
f401ca,83ec10,3,14,00000100011000
ffff8b,0000c6,3,14,00000100011001
2042,0009,2,14,00000100011010
200a,0044,2,14,00000100011011
8807,ff98,2,14,00000100011100
2050,e823,2,14,00000100011101
837df8,24e853,3,14,00000100011110
00000089,000000dc,4,14,00000100011111
dc8b55,000042,3,14,00000100100000
8801,853f,2,14,00000100100001
0401,84c9,2,14,00000100100010
8b852cffffff,5589e583ec18,6,14,00000100100011
890424e83d,00000000e8,5,14,00000100100100
890424e826,00c704245b,5,14,00000100100101
0083ec08c9,890424e8b9,5,14,00000100100110
890424e8d1,890424e8b6,5,14,00000100100111
890424e81e,0000624600,5,14,00000100101000
0014,7072,2,14,00000100101001
0504,89e5,2,14,00000100101010
29c2,e805,2,14,00000100101011
550c,eb12,2,14,00000100101100
6c65,8a34,2,14,00000100101101
00ff,740d,2,14,00000100101110
750c,002c,2,14,00000100101111
834d,1c00,2,14,00000100110000
4120,2092,2,14,00000100110001
4749,0f26,2,14,00000100110010
2043,fffe,2,14,00000100110011
5508,4508,2,14,00000100110100
7448,0054,2,14,00000100110101
00000090,c70424f0,4,14,00000100110110
e8d9,0005,2,14,00000100110111
108b450c,c70424d4,4,14,00000100111000
0088,6765,2,14,00000100111001
05c5,733a,2,14,00000100111010
02000083,0000005d,4,14,00000100111011
7523,0014,2,14,00000100111100
e835,18c7,2,14,00000100111101
f48b,01e8,2,14,00000100111110
4584,e88b,2,14,00000100111111
0484,00fa,2,14,00000101000000
4598,ff75,2,14,00000101000001
6e67,55e0,2,14,00000101000010
ffff0a,8d45ac,3,14,00000101000011
890424e89e,00c704249c,5,14,00000101000100
00000010,00000083,4,14,00000101000101
0000009c,45fc8b45,4,14,00000101000110
2400,2044,2,14,00000101000111
eb17,0025,2,14,00000101001000
00eb52,8b45b4,3,14,00000101001001
89450c,8d45c0,3,14,00000101001010
b083c3,642074,3,14,00000101001011
000fbf,00008a,3,14,00000101001100
108945,0000a1,3,14,00000101001101
ff45fc,0000ac,3,14,00000101001110
45fc00,0000ea,3,14,00000101001111
ffff48,00006f,3,14,00000101010000
c0740d,000054,3,14,00000101010001
ffff20,0000d7,3,14,00000101010010
7425,eb55,2,14,00000101010011
0000005d,c7042490,4,14,00000101010100
83e1,fcff,2,14,00000101010101
6372,458c,2,14,00000101010110
ffffff25,108b450c,4,14,00000101010111
0cc9,745f,2,14,00000101011000
d08d,ac83,2,14,00000101011001
020f,eb14,2,14,00000101011010
000000fc,c70424c0,4,14,00000101011011
4000,7d02,2,14,00000101011100
00000023,000000bc,4,14,00000101011101
8902,e8fb,2,14,00000101011110
4594,e96e,2,14,00000101011111
dc00,10c7,2,14,00000101100000
0000003d,c704247c,4,14,00000101100001
0000005b,ffffffc7,4,14,00000101100010
0c48,e8e7,2,14,00000101100011
ff09,d729,2,14,00000101100100
e8bb,5f57,2,14,00000101100101
0866,5508,2,14,00000101100110
8d4d,7473,2,14,00000101100111
4424,0016,2,14,00000101101000
5514,00e8,2,14,00000101101001
0000000e,44240404,4,14,00000101101010
8933,7448,2,14,00000101101011
85b7,8b85,2,14,00000101101100
ff8b,048b,2,14,00000101101101
1c000000fc,08890424e8,5,14,00000101101110
0f3700000f,00e7370000,5,14,00000101101111
890424e804,890424e88f,5,14,00000101110000
088a,f48b,2,14,00000101110001
2044,2041,2,14,00000101110010
83ec0c89,088b450c,4,14,00000101110011
01c2,7412,2,14,00000101110100
0885,000b,2,14,00000101110101
83ff,c605,2,14,00000101110110
f801,4000,2,14,00000101110111
0002,744c,2,14,00000101111000
7403,d088,2,14,00000101111001
0c83,00c0,2,14,00000101111010
107f,b800,2,14,00000101111011
c9c3,e9fd,2,14,00000101111100
000000dc,c7042420,4,14,00000101111101
0062,4749,2,14,00000101111110
442408c7442404,8b4508890424e8,7,14,00000101111111
890424e847,0062460000,5,14,00000110000000
890424e8d5,0000d43400,5,14,00000110000001
890424e8c2,0000e73700,5,14,00000110000010
ffffff30,000000eb,4,14,00000110000011
00000022,0000005c,4,14,00000110000100
00000011,000000fc,4,14,00000110000101
0f9fc0ff4d,004f430000,5,14,00000110000110
890424e876,009f380000,5,14,00000110000111
890424e85c,0044330000,5,14,00000110001000
00000085,c7042480,4,14,00000110001001
3700000f37,1c000000fc,5,14,00000110001010
ffffff83ef,00872a0000,5,14,00000110001011
e2390000e2,890424e8b3,5,14,00000110001100
390000e239,890424e866,5,14,00000110001101
890424e832,0002390000,5,14,00000110001110
2800009428,00e42f0000,5,14,00000110001111
9428000094,00c7042401,5,14,00000110010000
890424e864,0000372e00,5,14,00000110010001
8b45108d50048955108b0089,894424048b4508890424e831,12,13,0000011001001
4010,7475,2,13,0000011001010
0000cc,000062,3,13,0000011001011
83ec14,00005f,3,13,0000011001100
00000c,000020,3,13,0000011001101
000000ff450c,894424048b45,6,13,0000011001110
5589e583ec14,5589e583ec1c,6,13,0000011001111
401c,7375,2,13,0000011010000
0406,d08d,2,13,0000011010001
eb07,2050,2,13,0000011010010
8b10,7461,2,13,0000011010011
656e,f88d,2,13,0000011010100
ec1c,0885,2,13,0000011010101
08e9,fc89,2,13,0000011010110
0300fa,24088b,3,13,0000011010111
7410,0176,2,13,0000011011000
744c,010f,2,13,0000011011001
01d08a,b083c3,3,13,0000011011010
ffff17,0000bf,3,13,0000011011011
0000ef,837ddc,3,13,0000011011100
000097,c745f8,3,13,0000011011101
000077,000027,3,13,0000011011110
c010,ec04,2,13,0000011011111
0000c9,008945,3,13,0000011100000
0008,2420,2,13,0000011100001
8080,45fb,2,13,0000011100010
f483,ec18,2,13,0000011100011
2069,8810,2,13,0000011100100
7420,741b,2,13,0000011100101
fc3c,7424,2,13,0000011100110
206d,eb2c,2,13,0000011100111
000d,f88b,2,13,0000011101000
05e0,e80c,2,13,0000011101001
0c8d,e812,2,13,0000011101010
7269,8500,2,13,0000011101011
0c8945f4,000000a0,4,13,0000011101100
00000048,c7042406,4,13,0000011101101
000000c6,0000009c,4,13,0000011101110
837d1000,c7042402,4,13,0000011101111
50ff,7df8,2,13,0000011110000
fcff,743a,2,13,0000011110001
0488,7dfc,2,13,0000011110010
8000008b,008b45fc,4,13,0000011110011
008d9d,45f889,3,13,0000011110100
8d45f0,8d45ec,3,13,0000011110101
00006a,000014,3,13,0000011110110
8802ff,00006c,3,13,0000011110111
45f88b,ffff90,3,13,0000011111000
000021,ffff33,3,13,0000011111001
000047,ffff8d,3,13,0000011111010
010000e8,000000ba,4,13,0000011111011
c745f4,0000da,3,13,0000011111100
0000a1,00005c,3,13,0000011111101
00b8,8902,2,13,0000011111110
f7c7,ec1c,2,13,0000011111111
8b450c8a003c,ff83ec04c9c2,6,13,0000100000000
2b0000672b,00242a0000,5,13,0000100000001
0000000001,0044370000,5,13,0000100000010
672b000067,0000e42f00,5,13,0000100000011
00000020,010000c7,4,13,0000100000100
0000007c,000000a1,4,13,0000100000101
fffe,c008,2,13,0000100000110
ff00,6f75,2,13,0000100000111
e804,e998,2,13,0000100001000
e889,8985,2,13,0000100001001
45a8,eb03,2,13,0000100001010
004d,7567,2,13,0000100001011
0c01,440a,2,13,0000100001100
e089,fc83,2,13,0000100001101
2070,eb29,2,13,0000100001110
0011,ff81,2,13,0000100001111
45ec8b,89e583,3,13,0000100010000
45fcc1,83ec18,3,13,0000100010001
000083,00003a,3,13,0000100010010
ec10,506f,2,13,0000100010011
ff74,ec0c,2,13,0000100010100
0f00,89c8,2,13,0000100010101
0028,4551,2,13,0000100010110
010f,7408,2,13,0000100010111
e839,740c,2,13,0000100011000
ffffff88,00000001,4,13,0000100011001
c88b,02b0,2,13,0000100011010
7570,003c,2,13,0000100011011
088d,e94d,2,13,0000100011100
e88b,f089,2,13,0000100011101
000005,000085,3,13,0000100011110
0000000000000000,0000000000000000,8,13,0000100011111
ec14,e932,2,13,0000100100000
894424048b45,8b852cffffff,6,13,0000100100001
000000a0,0000005b,4,13,0000100100010
00bf4b0000,1c00000000,5,13,0000100100011
00ef4f0000,00bf410000,5,13,0000100100100
ffff4d,652073,3,13,0000100100101
ffff85,83e040,3,13,0000100100110
0079,0004,2,13,0000100100111
8943,ff0f,2,13,0000100101000
7431,7507,2,13,0000100101001
741f,400c,2,13,0000100101010
45088904,00000011,4,13,0000100101011
005d,8933,2,13,0000100101100
208b,f4ff,2,13,0000100101101
003b,8903,2,13,0000100101110
008b45dc,00000022,4,13,0000100101111
0c040400,ffffff25,4,13,0000100110000
6f72,2089,2,13,0000100110001
f4ff,74ea,2,13,0000100110010
f8ff,e9d3,2,13,0000100110011
0801,020f,2,13,0000100110100
ffff1d,00eb12,3,13,0000100110101
00443d0000,005f3e0000,5,13,0000100110110
0000b8,c745c8,3,13,0000100110111
00000f,ffff95,3,13,0000100111000
0000744100,00005f3e00,5,13,0000100111001
ffff18,f88945,3,13,0000100111010
000076,746976,3,13,0000100111011
08a1,756d,2,13,0000100111100
29c7,7518,2,13,0000100111101
00a1,0079,2,13,0000100111110
01c5,dc00,2,13,0000100111111
ff7f,45f7,2,13,0000101000000
55f8,00b8,2,13,0000101000001
8500,744b,2,13,0000101000010
7df8,e942,2,13,0000101000011
8540,0062,2,13,0000101000100
0284,7425,2,13,0000101000101
ffffff78,c7042405,4,13,0000101000110
80000000,00000023,4,13,0000101000111
00000040,8b45fc89,4,13,0000101001000
0000443d00,0000443700,5,13,0000101001001
00008b450c,1c000000dc,5,13,0000101001010
2083,d8c6,2,13,0000101001011
e902,e986,2,13,0000101001100
4020,6d61,2,13,0000101001101
b700,8943,2,13,0000101001110
7406,0f85,2,13,0000101001111
0000000c,0000003d,4,13,0000101010000
e48b,0cc7,2,13,0000101010001
34ffffff,0000000e,4,13,0000101010010
ffff45,ffff59,3,13,0000101010011
000025,ffff48,3,13,0000101010100
0074410000,0000b23c00,5,13,0000101010101
7479,6563,2,13,0000101010110
4580,640a,2,13,0000101010111
0070,0c98,2,13,0000101011000
0021,f809,2,13,0000101011001
45d7,8db5,2,13,0000101011010
853f,c1e0,2,13,0000101011011
55e0,eb17,2,13,0000101011100
f089,0488,2,13,0000101011101
740c,01c9,2,13,0000101011110
0402,000a,2,13,0000101011111
c000,8955,2,13,0000101100000
8db5,4553,2,13,0000101100001
00000001,8b45088a,4,13,0000101100010
000f370000,c744240400,5,13,0000101100011
1c000000dc,0000443300,5,13,0000101100100
0000672b00,0000bf4500,5,13,0000101100101
8d45f8,000025,3,13,0000101100110
0000bf4b00,8b45fc8904,5,13,0000101100111
0000ef4f00,00b23c0000,5,13,0000101101000
00001c,ffff7a,3,13,0000101101001
34ffffff8a,00bf450000,5,13,0000101101010
000009,8b45cc,3,13,0000101101011
0083,d089,2,13,0000101101100
6970,04c5,2,13,0000101101101
e800,0030,2,13,0000101101110
f001,7d08,2,13,0000101101111
2030,eb04,2,13,0000101110000
2046,0485,2,13,0000101110001
ff75,f489,2,13,0000101110010
0100,0503,2,13,0000101110011
00e2390000,00372e0000,5,13,0000101110100
00000004,008b45dc,4,13,0000101110101
0000942800,00c704244d,5,13,0000101110110
45f08b,0100c7,3,13,0000101110111
008b45fc,0000007c,4,13,0000101111000
00c7442408,0000872a00,5,13,0000101111001
2062,8d65,2,13,0000101111010
3078,4085,2,13,0000101111011
05a0,204d,2,13,0000101111100
8560,2064,2,13,0000101111101
0579,8b10,2,13,0000101111110
fc8b,008b,2,13,0000101111111
756c,e820,2,13,0000110000000
e008,eb32,2,13,0000110000001
8564,8b4d,2,13,0000110000010
00000003,ffffff88,4,13,0000110000011
c745ac,442410,3,13,0000110000100
00672b0000,00004f4300,5,13,0000110000101
0000e23900,000000c704,5,13,0000110000110
55fc,088d,2,13,0000110000111
f88b,2424,2,13,0000110001000
058d,6465,2,13,0000110001001
0503,f7c7,2,13,0000110001010
ffff41,0000ff,3,13,0000110001011
55f0,278d,2,13,0000110001100
0289,45b4,2,13,0000110001101
7365,2053,2,13,0000110001110
8000,e9ce,2,13,0000110001111
0883,636f,2,13,0000110010000
c785,204e,2,13,0000110010001
2573,0028,2,13,0000110010010
7220,0801,2,13,0000110010011
85c0740d,0000001c,4,13,0000110010100
0410,0042,2,13,0000110010101
45f6,c000,2,13,0000110010110
1085,450c,2,13,0000110010111
45b4,7418,2,13,0000110011000
75f9,6f64,2,13,0000110011001
696c,8540,2,13,0000110011010
0020,04b0,2,13,0000110011011
856c,c355,2,13,0000110011100
2077,0502,2,13,0000110011101
5020,fc00,2,13,0000110011110
0000004e,370000e7,4,13,0000110011111
5589e583ec0c,5589e583ec04,6,13,0000110100000
8550,7261,2,13,0000110100001
00000000410e088502420d0579,00000000410e088502420d0579,13,13,0000110100010
00c6,5f52,2,13,0000110100011
0078,2067,2,13,0000110100100
fc89,7513,2,13,0000110100101
0c66,0410,2,13,0000110100110
0405,c704,2,13,0000110100111
2025,2418,2,13,0000110101000
05a8,83ca,2,13,0000110101001
668945ec,008b45b0,4,13,0000110101010
0000000f,0000008a,4,13,0000110101011
008b4508,108b45fc,4,13,0000110101100
000000ff,0000008d,4,13,0000110101101
45b083c3,46000062,4,13,0000110101110
005589e583ec04,005589e583ec04,7,13,0000110101111
0085,2400,2,13,0000110110000
7519,0284,2,13,0000110110001
02c6,2410,2,13,0000110110010
e820,02c6,2,13,0000110110011
003c,eb52,2,13,0000110110100
7563,7453,2,13,0000110110101
410e088502420d05,ffff83ec04c9c204,8,13,0000110110110
0c8b4508c70020,8b45fc890424e8,7,13,0000110110111
8b45fc890424e8,00000000000000,7,13,0000110111000
894424048b4508890424e8,894424048b4508890424e8,11,13,0000110111001
00000f3700,00d4340000,5,12,000011011101
c744240404,0000bf4100,5,12,000011011110
0a0000,000047,3,12,000011011111
000066,8b4520,3,12,000011100000
c744240420,0000023900,5,12,000011100001
00008b4508,0000242a00,5,12,000011100010
8b55d0,0000e7,3,12,000011100011
0000eb,ffff53,3,12,000011100100
000000b8,85c0740d,4,12,000011100101
0000001c,0000000c,4,12,000011100110
733a,0085,2,12,000011100111
e803,7406,2,12,000011101000
83ec04c9,00000089,4,12,000011101001
08eb,2049,2,12,000011101010
e80c,206e,2,12,000011101011
